Category,Name,URL,Description,Cost,Details
Sources > Phone Numbers / Phone Books,Książka telefoniczna Vectra,https://www.vectra.pl/ksiazka-telefoniczna/,Polish language resource,,
Sources > Phone Numbers / Phone Books,Książka telefoniczna abonentów Plus,http://www.plus.pl/ksiazka-tel-abonentow,Polish language resource,,
Sources > Phone Numbers / Phone Books,Nieznany numer,https://www.nieznany-numer.pl/,Polish language resource,,
Sources > Phone Numbers / Phone Books,pkt,https://www.pkt.pl/,Polish language resource,,
Sources > Phone Numbers / Phone Books,Rejestr Premium (UKE),https://bip.uke.gov.pl/wyszukiwarka-rejestr-premium,Government official resource,Paid,
Sources > Phone Numbers / Phone Books,Tablice Zagospodarowania Numeracji (UKE),https://numeracja.uke.gov.pl/,Government official resource,,
Sources > SIGINT > WebSDR,Białystok (SP4DJ),https://sdr.sp4dj.pl/,Polish language resource,,
Sources > SIGINT > WebSDR,Białystok (SP4DKF),https://sdr.sp4dkf.pl/,Polish language resource,,
Sources > SIGINT > WebSDR,Bielsko-Biała,http://faraon.ath.cx:8073/,Web-based resource from faraon.ath.cx:8073,,
Sources > SIGINT > WebSDR,Gdynia,https://sp2sdk.pl/,Polish language resource,,
Sources > SIGINT > WebSDR,Gościniec,http://remote_sp.proxy.kiwisdr.com:8073/,Web-based resource from remote_sp.proxy.kiwisdr.com:8073,,
Sources > SIGINT > WebSDR,Jaworzno,http://sp9ipz.zapto.org/,Web-based resource from sp9ipz.zapto.org,,
Sources > SIGINT > WebSDR,Kraków,https://websdr.bartosik.run/,Web-based resource from websdr.bartosik.run,,
Sources > SIGINT > WebSDR,Kraków 2,http://webrx.sytes.net:8073/,Web-based resource from webrx.sytes.net:8073,,
Sources > SIGINT > WebSDR,Kraków (SP9NGL),https://sdr.sp9ngl.com/,Web-based resource from sdr.sp9ngl.com,,
Sources > SIGINT > WebSDR,Kraków (SP9GC),http://sdr.noip.pl:8073/,Web-based resource from sdr.noip.pl:8073,,
Sources > SIGINT > WebSDR,Leszno,http://sdr1.gourbex.pl:8080/,Web-based resource from sdr1.gourbex.pl:8080,,
Sources > SIGINT > WebSDR,Lubatowa,http://sdr.so8oo.net/,Web-based resource from sdr.so8oo.net,,
Sources > SIGINT > WebSDR,Luboń,http://ham-radio.pl:8073/,Web-based resource from ham-radio.pl:8073,,
Sources > SIGINT > WebSDR,Miedźna,http://okno.ddns.net:8073/,Web-based resource from okno.ddns.net:8073,,
Sources > SIGINT > WebSDR,Olsztyn / Jastrzębia Góra,https://websdr.jestok.com/,Web-based resource from websdr.jestok.com,,
Sources > SIGINT > WebSDR,Siekierki Wielkie,http://s.kalinowski.edu.pl:8073/,Educational institution resource,,
Sources > SIGINT > WebSDR,Silec,http://websdr.printf.cc:8901/,Web-based resource from websdr.printf.cc:8901,,
Sources > SIGINT > WebSDR,Sobików,http://jm55.proxy.kiwisdr.com:8073/,Web-based resource from jm55.proxy.kiwisdr.com:8073,,
Sources > SIGINT > WebSDR,Stare Wierzchowo,http://87.251.229.127:8073/,Web-based resource from 87.251.229.127:8073,,
Sources > SIGINT > WebSDR,Warszawa (SP5JI),http://warszawa.proxy.kiwisdr.com:8073/,Web-based resource from warszawa.proxy.kiwisdr.com:8073,,
Sources > SIGINT > WebSDR,Wrocław (SP5JI),https://sp6pwt.club/,Web-based resource from sp6pwt.club,,
Sources > SIGINT > WebSDR,Zabrze,http://anteniarski.tplinkdns.com/,Web-based resource from anteniarski.tplinkdns.com,,
Sources > SIGINT > WebSDR,Zawiercie,http://websdr.mateusz.pro/,Web-based resource from websdr.mateusz.pro,,
Sources > SIGINT,czestotliwosci.pl.tl,https://czestotliwosci.pl.tl/,Web-based resource from czestotliwosci.pl.tl,,
Sources > SIGINT,Częstotliwości radiowe,http://www.elektronikjk.pl/telekomunikacja/czestotliwosci_radiowe/czestotliwosci_radiowe.html,Polish language resource,,
Sources > SIGINT,FM POLAND,https://fm-poland.pl/mapa/,Polish language resource,,
Sources > SIGINT,przemienniki.eu,https://przemienniki.eu/,Web-based resource from przemienniki.eu,,
Sources > SIGINT,przemienniki.net,https://przemienniki.net/,Web-based resource from przemienniki.net,,
Sources > SIGINT,Radiołączność kolejowa,http://www.peter384.cal24.pl/r/r.html,Polish language resource,,
Sources > SIGINT,SP6KXY Radiosonde Tracker,https://radiosondy.info/,Web-based resource from radiosondy.info,,
Sources > SIGINT,UKE - Wykaz Pozwoleń Radiowych,https://bip.uke.gov.pl/pozwolenia-radiowe/wykaz-pozwolen-radiowych/,Government official resource,,
Sources > OpSec > Data / Identity Generators,DaneTestowe,https://danetestowe.pl/generator,Polish language resource,,
Sources > OpSec > Data / Identity Generators,GenApps,http://genapps.pl/,Polish language resource,,
Sources > OpSec > Data / Identity Generators,Generatory IT,http://generatory.it/,Web-based resource from generatory.it,,
Sources > OpSec > Data / Identity Generators,testerzy.pl - Generatory,https://testerzy.pl/baza-wiedzy/narzedzia-online/generatory,Polish language resource,,
Sources > OpSec > Disposable Email Accounts,AdresTymczasowy.pl,https://adrestymczasowy.pl/,Polish language resource,,
Sources > OpSec > Disposable Email Accounts,niepodam.pl,http://niepodam.pl/,Polish language resource,,
Sources > Investigation Platforms,OSINTQUEST Investigation Platform,https://platform.osintquest.pl/,Polish language resource,,
Sources > Knowledge Base > Blogs,counterintelligence.pl,https://counterintelligence.pl/,Polish language resource,,
Sources > Knowledge Base > Blogs,OSINT Quest,https://osintquest.pl/,Polish language resource,,
Sources > Knowledge Base > Blogs,Rynek Informacji,https://rynekinformacji.pl/,Polish language resource,,
Sources > Knowledge Base > Blogs,Sekurak - OSINT Hints,https://sekurak.pl/tag/osint/,Polish language resource,,
Sources > Knowledge Base > Blogs,Sztuka Szukania,https://www.sztukaszukania.pl/blog/,Polish language resource,,
Sources > Knowledge Base > Blogs,Zaufana Trzecia Strona,https://zaufanatrzeciastrona.pl/post/tag/osint/,Polish language resource,,
Sources > Knowledge Base > Courses /  Presentations,"Dark Lord vs Sigma Guard - A. Haertle, P. Maziarz",https://youtu.be/b9UofNNjIuk,Web-based resource from youtu.be,,
Sources > Knowledge Base > Courses /  Presentations,Jeden obraz tysiąc słów... - P. Feruś,https://youtu.be/LQb1oFfdM3g,Web-based resource from youtu.be,,
Sources > Knowledge Base > Courses /  Presentations,OSINT - P. Hordyński,https://youtube.com/playlist?list=PLOpLrF19DPQboi0AIoDcAO7AUNPBl8scQ&feature=shared,Web-based resource from youtube.com,,
Sources > Knowledge Base > Courses /  Presentations,OSINT - biały wywiad - P. Konieczny,https://youtu.be/JHSHUXlkeTg,Web-based resource from youtu.be,,
Sources > Knowledge Base > Courses /  Presentations,OSINT – jakie informacje o sobie można znaleźć w Internecie - K. Szurek,https://youtu.be/Nk8jQhRFcBg,Web-based resource from youtu.be,,
Sources > Knowledge Base > Courses /  Presentations,OSINT OPSEC Dezinformacja - K. Wosiński,https://www.youtube.com/watch?v=123qZ5fQEGo,Web-based resource from youtube.com,,
Sources > Knowledge Base > Courses /  Presentations,Wykorzystanie narzędzi AI w OSINT - T. Turba,https://www.youtube.com/watch?v=xYkf30lgUHw,Web-based resource from youtube.com,,
Sources > Knowledge Base > Literature,Wykorzystanie otwartych źródeł informacji w działalności wywiadowczej,https://wnpism.uw.edu.pl/wp-content/uploads/2019/08/Wykorzystanie-otwartych-zrodel.pdf,Educational institution resource,,
Sources > Knowledge Base > Newsletters,OSINT Newsletter - A. Pawłowska,https://www.alicjapawlowska.com/,Web-based resource from alicjapawlowska.com,,
